tm_date,tm_time,nc_time,pop_time,nc_flow,pop_flow
20181015,1300000000,0.10668449273597118,0.0667684489903439,0.983616540872927,0.9999999910227572
20181015,1305000000,0.13419690538135012,0.08653247523848646,0.9851256119010477,0.9998522111256586
20181015,1310000000,0.13632695332727574,0.09118034997215464,0.985571435758524,0.9999113190835597
20181015,1315000000,0.13190700479877945,0.0842456336429034,0.9810183334806457,0.9997355133141862
20181015,1320000000,0.1238525990461332,0.10273338052021687,0.9855580437940996,0.999949923701353
20181015,1325000000,0.12377206665136363,0.08744602515602774,0.9853908461761579,0.9999041279661989
20181015,1330000000,0.1133249737878659,0.08786555300518575,0.9722022655626653,0.9999977944202122
20181015,1335000000,0.12347090783221397,0.08540625373778085,0.9832946315975982,0.9998806910458312
20181015,1340000000,0.12395170403854161,0.09218684946172605,0.9773280300880758,0.9999801618595535
20181015,1345000000,0.11820577070288046,0.09515190511314198,0.9803824315557638,0.9999999978121181
20181015,1350000000,0.09468478106717447,0.0733553360788574,0.9843529915779711,0.9999545765970341
20181015,1355000000,0.121050926032501,0.08772119329722111,0.9822084377240623,0.9999574079048026
20181015,1400000000,0.12451243070409818,0.08960913040582048,0.9841246214576937,0.9998243071247441
20181015,1405000000,0.124191143666612,0.0875166347000797,0.9839423597235868,0.9999074206477868
20181015,1410000000,0.12881783186166895,0.08175693534206083,0.9846338821350495,0.9999358643160724
20181015,1415000000,0.13268522779567418,0.09704134069642584,0.9836567027614129,0.9999989856527599
20181015,1420000000,0.11833953018621529,0.08812836690416012,0.985648828564266,0.999787931894501
20181015,1430000000,0.13300500925521322,0.08589062907318464,0.9856242112326625,0.999932801876848
20181015,1435000000,0.11537348738442223,0.07490789725173465,0.9813403577019632,0.9998207986960044
20181015,1440000000,0.12137112680663123,0.08624452633602994,0.9860492617503414,0.999999723326105
20181015,1445000000,0.1123016998731083,0.09044982851784722,0.9837783735206456,0.9999282074671912
20181015,1450000000,0.11241731694850633,0.09157611002985164,0.9855591045474341,0.9998921302489723
20181015,1455000000,0.11117008035995248,0.07905427936707732,0.9847563721880843,0.9998140276285875
20181015,1500000000,0.11579973344838489,0.08675154629631247,0.9844698614521186,0.999795075865116
20181015,1505000000,0.11286573384104735,0.08896978496612719,0.9826614717773274,0.9988814324884248
20181015,1510000000,0.11597571396447043,0.08802518551832696,0.9862130007721976,0.9999369883389925
20181015,1515000000,0.11281334245362733,0.08995728215238938,0.9777562418322854,0.998621544813481
20181015,1520000000,0.11413092747851955,0.08991233224434156,0.9852471950725112,0.9998819585658598
20181015,1525000000,0.11521261768923025,0.18755911617351662,0.984905838123724,1.0000000021697444
20181015,1530000000,0.12487751981388327,0.08390490753521139,0.9856264546211475,0.9999839049423134
20181015,1535000000,0.11933465911699982,0.08440390953116003,0.9861028493246194,0.9999795410594629
20181015,1540000000,0.1382248387911238,0.09500603155646219,0.9838837993771891,0.999767145743824
20181015,1545000000,0.09949720625734407,0.0881239958113844,0.9844150293486733,0.9998132154973778
20181015,1600000000,0.12101894586531352,0.08719517896150479,0.9856047233909498,0.9999529096478801
20181015,1605000000,0.12118928751626523,0.09184879305308442,0.9862788012066113,0.9999764591856086
20181015,1610000000,0.11539265544467595,0.08435855082794166,0.9866021461471614,0.9999775412032438
20181015,1615000000,0.11666853416001038,0.09116035364988234,0.9885620397835124,0.9996536625300513
